dpci,void_flag,itm_ent_mthd,count,ovrd_prc_var,reg_rtl,sell_rtl,cf_prc_ovrd_amt,cf_price_dif,Item Price,Override Variance,pvr_adj_amt
061-64-0817, ,S,1,0,4.89,3.89,1,1,4.89,0.204498978,0
061-64-0818, ,S,2,0,59.98,59.98,0,0,29.99,0,0
061-64-1139, ,S,1,0,8.79,8.79,0,0,8.79,0,0
061-64-1829, ,S,1,0,11.29,11.29,0,0,11.29,0,0
061-64-1893, ,S,1,0,42.99,42.99,0,0,42.99,0,0
061-64-2156, ,S,1,0,29.99,29.99,0,0,29.99,0,0
061-64-3553, ,S,1,0,29.99,29.99,0,0,29.99,0,0
061-64-4082, ,S,1,0,9.19,9.19,0,0,9.19,0,0
061-64-5004, ,S,1,0,4.89,3.89,1,1,4.89,0.204498978,0
061-64-5014, ,S,2,0,9.98,9.98,0,0,4.99,0,0
061-64-5014, ,S,1,0,4.99,4.99,0,0,4.99,0,0
061-64-5376, ,S,1,0,19.99,19.99,0,0,19.99,0,0
061-64-5376, ,S,2,0,41.98,41.98,0,0,20.99,0,0
061-64-5376, ,S,1,0,20.99,20.99,0,0,20.99,0,0
061-64-5376, ,S,1,0,20.99,20.99,0,0,20.99,0,0
061-64-5376, ,S,1,0,20.99,20.99,0,0,20.99,0,0
061-64-5376, ,S,1,0,20.99,20.99,0,0,20.99,0,0
061-64-5376, ,S,1,0,20.99,20.99,0,0,20.99,0,0
061-64-5376, ,S,1,0,20.99,20.99,0,0,20.99,0,0
061-64-5376, ,S,1,0,20.99,20.99,0,0,20.99,0,0
061-64-5376, ,S,2,0,39.98,35.98,4,4,19.99,0.100050025,0
061-64-5628, ,S,1,0,42.49,42.49,0,0,42.49,0,0
061-64-6818, ,S,1,0,11.29,11.29,0,0,11.29,0,0
061-64-6978, ,S,1,0,4.99,4.99,0,0,4.99,0,0
061-70-0033, ,S,1,0,5.99,5.99,0,0,5.99,0,0
061-70-0121, ,S,1,0,11.99,8.99,3,3,11.99,0.250208507,0
061-70-1500, ,S,1,0,5.09,5.09,0,0,5.09,0,0
061-70-2547, ,S,1,0,27.99,27.99,0,0,27.99,0,0
061-70-3191, ,S,1,0,6.49,6.49,0,0,6.49,0,0
061-70-3406, ,S,1,0,4.39,4.39,0,0,4.39,0,0
061-70-3825, ,S,1,0,12.99,12.99,0,0,12.99,0,0
061-70-4473, ,S,1,0,3.89,3.89,0,0,3.89,0,0
061-70-5059, ,S,1,0,7.99,7.99,0,0,7.99,0,0
061-70-5204, ,S,1,0,10.99,10.99,0,0,10.99,0,0
061-70-5543, ,S,1,0,6.69,6.69,0,0,6.69,0,0
061-70-7552, ,S,1,0,25.99,25.99,0,0,25.99,0,0
061-70-7552, ,S,1,0,25.99,25.99,0,0,25.99,0,0
062-01-0674, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-0674, ,S,1,0,2.49,2.49,0,0,2.49,0,0
062-01-0800, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-0907, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1230, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-1230, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-1274, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1294, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1294, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1294, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1294, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1294, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1353, ,S,1,0,5.99,5.99,0,0,5.99,0,0
062-01-1362, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-1413, ,S,1,0,1.49,1.49,0,0,1.49,0,0
062-01-1413, ,S,1,0,1.49,1.49,0,0,1.49,0,0
062-01-1413, ,S,1,0,1.49,1.49,0,0,1.49,0,0
062-01-1434, ,S,1,0,0.79,0.79,0,0,0.79,0,0
062-01-1813, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1813, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1813, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1813, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1813, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1813, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-1936, ,S,1,0,1.49,1.49,0,0,1.49,0,0
062-01-1968, ,S,1,0,1.59,1.59,0,0,1.59,0,0
062-01-2248,,SCANNED,1,0,2.99,2.99,0,0,2.99,0,0
062-01-2248,,SCANNED,1,0,2.49,2.49,0,0,2.49,0,0
062-01-2248, ,S,2,0,4.98,4.98,0,0,2.49,0,0
062-01-2253, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-2253, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-2446,,SCANNED,1,0,2.29,2.29,0,0,2.29,0,0
062-01-2446, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-2446, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-2446, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-2508,,SCANNED,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508,,SCANNED,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2508, ,S,1,0,1.19,1.19,0,0,1.19,0,0
062-01-2647, ,S,1,0,3.39,3.39,0,0,3.39,0,0
062-01-2913,,SCANNED,1,0,4.99,4.99,0,0,4.99,0,0
062-01-2913, ,S,1,0,4.59,4.59,0,0,4.59,0,0
062-01-2923, ,S,1,0,4.49,4.49,0,0,4.49,0,0
062-01-2923, ,S,1,0,4.49,4.49,0,0,4.49,0,0
062-01-2923, ,S,1,0,4.49,4.49,0,0,4.49,0,0
062-01-3018, ,S,1,0,2.69,2.69,0,0,2.69,0,0
062-01-3053, ,S,1,0,2.19,2.19,0,0,2.19,0,0
062-01-3053, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-3226, ,S,2,0,4.58,4.58,0,0,2.29,0,0
062-01-3226, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-3226, ,S,1,0,1.29,1.29,0,0,1.29,0,0
062-01-3226, ,S,1,0,1.29,1.29,0,0,1.29,0,0
062-01-3285, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3401, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3590,,SCANNED,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3590, ,S,2,0,1.98,1.98,0,0,0.99,0,0
062-01-3590, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3590, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3590, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3590, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3590, ,S,2,0,1.98,1.98,0,0,0.99,0,0
062-01-3590, ,S,2,0,1.98,1.98,0,0,0.99,0,0
062-01-3590, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3590, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3590, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3590, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3625, ,S,1,0,0.75,0.75,0,0,0.75,0,0
062-01-3625, ,S,1,0,0.75,0.75,0,0,0.75,0,0
062-01-3625, ,S,1,0,0.75,0.75,0,0,0.75,0,0
062-01-3640, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-3851, ,S,1,0,3.29,3.29,0,0,3.29,0,0
062-01-3943, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3943, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-3943, ,S,2,0,1.98,1.98,0,0,0.99,0,0
062-01-3943, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-4082, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-01-4091, ,S,1,0,2.99,2.99,0,0,2.99,0,0
062-01-4099, ,S,1,0,1.49,1.49,0,0,1.49,0,0
062-01-4099, ,S,1,0,1.49,1.49,0,0,1.49,0,0
062-01-4099, ,S,1,0,1.49,1.49,0,0,1.49,0,0
062-01-4099, ,S,1,0,1.49,1.49,0,0,1.49,0,0
062-01-4099, ,S,1,0,1.49,1.49,0,0,1.49,0,0
062-01-4099, ,S,1,0,1.49,1.49,0,0,1.49,0,0
062-01-4107, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-4150, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-01-4295, ,S,1,0,1.49,1.49,0,0,1.49,0,0
062-01-4489, ,S,1,0,0.79,0.79,0,0,0.79,0,0
062-01-5014, ,S,1,0,5.99,5.99,0,0,5.99,0,0
062-01-5059, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-5101,,SCANNED,1,0,1.99,1.99,0,0,1.99,0,0
062-01-5101, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-5101, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-5358, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-5358, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-5543, ,S,1,0,1.89,1.89,0,0,1.89,0,0
062-01-5543, ,S,1,0,1.69,1.69,0,0,1.69,0,0
062-01-5543, ,S,1,0,1.69,1.69,0,0,1.69,0,0
062-01-5543, ,S,1,0,1.29,1.29,0,0,1.29,0,0
062-01-5543, ,S,1,0,1.89,1.89,0,0,1.89,0,0
062-01-5581, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-5653, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-5653, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-5653, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-5653, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-5653, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-5653, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-5653, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-5653, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-5798, ,S,1,0,3.99,3.99,0,0,3.99,0,0
062-01-5911, ,S,2,0,3.78,3.78,0,0,1.89,0,0
062-01-5911, ,S,1,0,1.49,1.49,0,0,1.49,0,0
062-01-5916, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-5916, ,S,1,0,1.29,1.29,0,0,1.29,0,0
062-01-5916, ,S,1,0,1.29,1.29,0,0,1.29,0,0
062-01-5916, ,S,1,0,1.29,1.29,0,0,1.29,0,0
062-01-5946, ,S,2,0,3.98,3.98,0,0,1.99,0,0
062-01-5946, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-5946, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-6284,,SCANNED,1,0,1.19,1.19,0,0,1.19,0,0
062-01-6284, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-6284, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-6376,,SCANNED,1,0,1.99,1.99,0,0,1.99,0,0
062-01-6583, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-6583, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-6720, ,S,1,0,1.69,1.69,0,0,1.69,0,0
062-01-6720, ,S,1,0,1.59,1.59,0,0,1.59,0,0
062-01-7025,,SCANNED,1,0,0.99,0.99,0,0,0.99,0,0
062-01-7025, ,S,2,0,1.98,1.98,0,0,0.99,0,0
062-01-7070, ,S,1,0,1.29,1.29,0,0,1.29,0,0
062-01-7070, ,S,1,0,1.29,1.29,0,0,1.29,0,0
062-01-7070, ,S,1,0,1.29,1.29,0,0,1.29,0,0
062-01-7289, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-7289, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-7289, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-01-7509, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-7509, ,S,3,0,2.97,2.97,0,0,0.99,0,0
062-01-7509, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-7509, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-7552, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-7552, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-7552, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-01-7552, ,S,2,0,1.98,1.98,0,0,0.99,0,0
062-01-7552, ,S,1,0,0.99,0.99,0,0,0.99,0,0
062-03-0379, ,S,1,0,39.99,39.99,0,0,39.99,0,0
062-03-0765, ,S,1,0,24.99,19.99,5,5,24.99,0.200080032,0
062-03-1399, ,S,1,0,49.99,49.99,0,0,49.99,0,0
062-03-1399, ,S,1,0,49.99,49.99,0,0,49.99,0,0
062-03-1576, ,S,1,0,89.99,79.99,10,10,89.99,0.111123458,0
062-03-1889, ,S,1,0,24.99,24.99,0,0,24.99,0,0
062-03-2156, ,S,1,0,29.99,29.99,0,0,29.99,0,0
062-03-2156, ,S,1,0,29.99,29.99,0,0,29.99,0,0
062-03-2156, ,S,1,0,29.99,26.99,3,3,29.99,0.100033344,0
062-03-2156, ,S,1,0,29.99,29.99,0,0,29.99,0,0
062-03-2156, ,S,3,0,89.97,74.97,15,15,29.99,0.166722241,0
062-03-2156, ,S,1,0,29.99,29.99,0,0,29.99,0,0
062-03-2156, ,S,1,0,29.99,29.99,0,0,29.99,0,0
062-03-2967, ,S,1,0,27.49,26.99,0.5,0.5,27.49,0.018188432,0
062-03-3007, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-03-3007, ,S,3,0,29.97,29.97,0,0,9.99,0,0
062-03-3007, ,S,1,0,9.99,9.99,0,0,3.33,0,0
062-03-3007, ,S,1,0,13.99,13.99,0,0,13.99,0,0
062-03-3653, ,S,1,0,39.99,20,19.99,19.99,39.99,0.499874969,0
062-03-3949, ,S,1,0,25,25,0,0,25,0,0
062-03-4359, ,S,1,0.1,49.99,44.99,5,5,49.99,0.100020004,0
062-03-4725, ,S,1,0,21.99,21.99,0,0,21.99,0,0
062-03-4787, ,S,1,0,49.99,24.99,25,25,49.99,0.50010002,0
062-03-5064, ,S,1,0,109.99,109.99,0,0,109.99,0,0
062-03-5653, ,S,1,0,17.99,17.99,0,0,17.99,0,0
062-03-5852, ,S,2,0,29.98,29.98,0,0,14.99,0,0
062-03-5852, ,S,1,0,14.99,14.99,0,0,14.99,0,0
062-03-5968, ,S,1,0,24.99,24.99,0,0,24.99,0,0
062-03-5968, ,S,1,0,24.99,17.49,7.5,7.5,24.99,0.300120048,0
062-03-6376, ,S,1,0,59.99,59.99,0,0,59.99,0,0
062-03-6376, ,S,1,0,59.99,53.99,6,6,59.99,0.100016669,0
062-03-6447, ,S,1,0,29.99,29.99,0,0,29.99,0,0
062-03-6797, ,S,1,0,39.99,39.99,0,0,39.99,0,0
062-03-7289, ,S,1,0,49.99,49.99,0,0,49.99,0,0
062-03-7324, ,S,1,0,49.99,24.99,25,25,49.99,0.50010002,0
062-03-7324, ,S,1,0,49.99,24.99,25,25,49.99,0.50010002,0
062-03-7405, ,S,1,0,49.99,49.99,0,0,49.99,0,0
062-11-0103, ,S,1,0,69.99,69.99,0,0,69.99,0,0
062-11-0114, ,S,1,0,89.99,89.99,0,0,89.99,0,0
062-11-0907, ,S,1,0,99.99,79.99,20,20,99.99,0.200020002,0
062-11-0973, ,S,1,0,24.99,24.99,0,0,24.99,0,0
062-11-1215, ,S,1,0,34.99,29.99,5,5,34.99,0.142897971,0
062-11-1362, ,S,1,0,14.99,14.99,0,0,14.99,0,0
062-11-1594, ,S,1,0,27.49,27.49,0,0,27.49,0,0
062-11-1594, ,S,1,0,27.49,27.49,0,0,27.49,0,0
062-11-2040, ,S,1,0,29.99,29.99,0,0,29.99,0,0
062-11-2284, ,S,1,0,79.99,34.99,45,45,79.99,0.562570321,0
062-11-2284, ,S,1,0,79.99,34.99,45,45,79.99,0.562570321,0
062-11-2284, ,S,1,0,79.99,59.99,20,20,79.99,0.250031254,0
062-11-2967,,SCANNED,1,0,59.99,21.99,38,38,59.99,0.633438906,0
062-11-3184, ,S,1,0.2,16.99,13.59,3.4,3.4,16.99,0.200117716,0
062-11-3449, ,S,1,0,89.99,89.99,0,0,89.99,0,0
062-11-3578, ,S,1,0.29,29.99,21.19,8.8,8.8,29.99,0.293431144,0
062-11-3590, ,S,1,0,19.99,17.99,2,2,19.99,0.100050025,0
062-11-3782, ,S,1,0,9.94,9.94,0,0,9.94,0,0
062-11-3782, ,S,1,0,9.94,9.94,0,0,9.94,0,0
062-11-3851, ,S,1,0,19.89,19.89,0,0,19.89,0,0
062-11-4221, ,S,1,0,12.99,12.99,0,0,12.99,0,0
062-11-4221, ,S,1,0,12.99,12.99,0,0,12.99,0,0
062-11-4228, ,S,1,0,89.99,89.99,0,0,89.99,0,0
062-11-4228, ,S,1,0,89.99,89.99,0,0,89.99,0,0
062-11-4432, ,S,1,0,99.99,89.99,10,10,99.99,0.100010001,0
062-11-6742, ,S,1,0,39.99,29.99,10,10,39.99,0.250062516,0
062-11-6742, ,S,1,0,39.99,39.99,0,0,39.99,0,0
062-13-0195, ,S,1,0,17.99,17.99,0,0,17.99,0,0
062-13-0517, ,S,1,0,4.19,4.19,0,0,4.19,0,0
062-13-1297, ,S,1,0,4.89,4.89,0,0,4.89,0,0
062-13-1299, ,S,1,0,7.29,7.29,0,0,7.29,0,0
062-13-1299, ,S,1,0,7.29,7.29,0,0,7.29,0,0
062-13-1299, ,S,1,0,6.99,6.99,0,0,6.99,0,0
062-13-1299, ,S,1,0,6.99,6.99,0,0,6.99,0,0
062-13-1422,,SCANNED,1,0,11.49,11.49,0,0,11.49,0,0
062-13-1422, ,S,1,0,11.49,11.49,0,0,11.49,0,0
062-13-1576, ,S,1,0,8.99,8.99,0,0,8.99,0,0
062-13-1730,,SCANNED,1,0,8.39,8.39,0,0,8.39,0,0
062-13-1730, ,S,1,0,6.99,6.99,0,0,6.99,0,0
062-13-2673,,SCANNED,1,0,9.99,9.99,0,0,9.99,0,0
062-13-2691, ,S,1,0,7.99,7.99,0,0,7.99,0,0
062-13-2691, ,S,1,0,7.99,7.99,0,0,7.99,0,0
062-13-2812, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-13-2812, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-13-2973, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-13-3375, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-13-3626, ,S,1,0,7.19,7.19,0,0,7.19,0,0
062-13-3938, ,S,1,0,6.99,6.99,0,0,6.99,0,0
062-13-5438, ,S,1,0,5.99,5.99,0,0,5.99,0,0
062-13-5580,,SCANNED,1,0,9.99,9.99,0,0,9.99,0,0
062-13-5580, ,S,1,0,7.99,7.99,0,0,7.99,0,0
062-13-5584, ,S,1,0,15.99,15.99,0,0,15.99,0,0
062-13-5599, ,S,1,0,7.99,7.99,0,0,7.99,0,0
062-13-6054, ,S,1,0.2,2.99,2.39,0.6,0.6,2.99,0.200668896,0
062-13-6116, ,S,1,0,4.89,4.89,0,0,4.89,0,0
062-13-6319, ,S,1,0,12.99,12.99,0,0,12.99,0,0
062-13-6416, ,S,1,0,7.29,7.29,0,0,7.29,0,0
062-13-6719, ,S,1,0,8.39,8.39,0,0,8.39,0,0
062-13-6780,,SCANNED,1,0,9.99,9.99,0,0,9.99,0,0
062-13-6946, ,S,1,0,11.39,11.39,0,0,11.39,0,0
062-13-7153, ,S,1,0,7.99,7.99,0,0,7.99,0,0
062-13-7153, ,S,1,0,7.99,7.99,0,0,7.99,0,0
062-13-7395, ,S,1,0,12.99,12.99,0,0,12.99,0,0
062-19-0289, ,S,1,0,3.99,3.99,0,0,3.99,0,0
062-19-0305, ,S,1,0,6.79,6.79,0,0,6.79,0,0
062-19-0396, ,S,1,0,5.59,5.59,0,0,5.59,0,0
062-19-1174, ,S,1,0,2.49,2.49,0,0,2.49,0,0
062-19-1218, ,S,1,0,1.99,1.99,0,0,1.99,0,0
062-19-1657,,SCANNED,1,0,3.99,3.99,0,0,3.99,0,0
062-19-1695, ,S,1,0,3.69,3.69,0,0,3.69,0,0
062-19-1829, ,S,1,0,6.29,6.29,0,0,6.29,0,0
062-19-1829, ,S,1,0,5.99,5.99,0,0,5.99,0,0
062-19-1968, ,S,1,0,3.99,3.99,0,0,3.99,0,0
062-19-1968, ,S,1,0,2.79,2.79,0,0,2.79,0,0
062-19-2173, ,S,1,0,5.69,5.69,0,0,5.69,0,0
062-19-2395, ,S,1,0,9.29,9.29,0,0,9.29,0,0
062-19-2395, ,S,1,0,9.29,9.29,0,0,9.29,0,0
062-19-2395, ,S,1,0,8.49,8.49,0,0,8.49,0,0
062-19-2453, ,S,1,0,4.29,4.29,0,0,4.29,0,0
062-19-2453, ,S,1,0,4.49,4.49,0,0,4.49,0,0
062-19-2530,,SCANNED,1,0,7.29,7.29,0,0,7.29,0,0
062-19-2647, ,S,1,0,2.49,2.49,0,0,2.49,0,0
062-19-4007, ,S,2,0,4.98,4.98,0,0,2.49,0,0
062-19-4007, ,S,1,0,2.49,2.49,0,0,2.49,0,0
062-19-4150, ,S,1,0,14.99,14.99,0,0,14.99,0,0
062-19-4234,,SCANNED,1,0,3.79,3.79,0,0,3.79,0,0
062-19-4234, ,S,1,0,3.69,3.69,0,0,3.69,0,0
062-19-4234, ,S,1,0,3.69,3.69,0,0,3.69,0,0
062-19-4234, ,S,1,0,3.19,3.19,0,0,3.19,0,0
062-19-4354, ,S,1,0,4.69,4.69,0,0,4.69,0,0
062-19-4354, ,S,1,0,4.69,4.69,0,0,4.69,0,0
062-19-4498, ,S,1,0,3.49,3.49,0,0,3.49,0,0
062-19-4767, ,S,1,0,3.99,3.99,0,0,3.99,0,0
062-19-5193,,SCANNED,1,0,6.79,6.79,0,0,6.79,0,0
062-19-5205, ,S,1,0,7.69,7.69,0,0,7.69,0,0
062-19-5247, ,S,1,0,3.99,3.99,0,0,3.99,0,0
062-19-5533,,SCANNED,1,0,3.19,3.19,0,0,3.19,0,0
062-19-5533, ,S,1,0,3.19,3.19,0,0,3.19,0,0
062-19-5533, ,S,1,0,3.19,3.19,0,0,3.19,0,0
062-19-5581, ,S,1,0,1.59,1.59,0,0,1.59,0,0
062-19-5618, ,S,1,0,5.99,5.99,0,0,5.99,0,0
062-19-5778, ,S,1,0,5.59,5.59,0,0,5.59,0,0
062-19-6090, ,S,1,0,9.19,9.19,0,0,9.19,0,0
062-19-6160,,SCANNED,1,0,5.29,5.29,0,0,5.29,0,0
062-19-6319, ,S,1,0,4.79,4.79,0,0,4.79,0,0
062-19-6539, ,S,1,0,6.99,6.99,0,0,6.99,0,0
062-19-6539, ,S,1,0,5.99,5.99,0,0,5.99,0,0
062-19-6649, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-19-6683, ,S,1,0,3.69,3.69,0,0,3.69,0,0
062-19-6683, ,S,1,0,2.99,2.99,0,0,2.99,0,0
062-19-6683, ,S,1,0,2.99,2.99,0,0,2.99,0,0
062-19-6780, ,S,1,0,7.69,7.69,0,0,7.69,0,0
062-19-7239, ,S,1,0,6.99,6.99,0,0,6.99,0,0
062-19-7337, ,S,2,0,4.48,4.48,0,0,2.24,0,0
062-19-7534,,SCANNED,1,0,6.59,6.59,0,0,6.59,0,0
062-34-0757, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-34-2967, ,S,1,0,7.99,7.99,0,0,7.99,0,0
062-34-3321, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-34-3321, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-34-3582, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-34-3609, ,S,1,0,7.99,7.99,0,0,7.99,0,0
062-34-3851, ,S,1,0,7.99,7.99,0,0,7.99,0,0
062-34-3851, ,S,1,0,7.99,7.99,0,0,7.99,0,0
062-34-5791, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-34-6130, ,S,2,0,3.98,3.98,0,0,1.99,0,0
062-34-6687, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-34-6687, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-34-6809, ,S,1,0,14.99,14.99,0,0,14.99,0,0
062-34-7509, ,S,1,0,9.99,9.99,0,0,9.99,0,0
062-56-0020, ,S,1,0,5.49,5.49,0,0,5.49,0,0
062-56-0020, ,S,1,0,4.99,4.99,0,0,4.99,0,0
062-56-0085, ,S,1,0,5.99,5.99,0,0,5.99,0,0
062-56-0085, ,S,1,0,5.49,5.49,0,0,5.49,0,0
062-56-0233, ,S,1,0,4.99,4.99,0,0,4.99,0,0
062-56-0276, ,S,1,0,5.99,5.99,0,0,5.99,0,0
062-56-0276, ,S,1,0,5.29,5.29,0,0,5.29,0,0
062-56-0276, ,S,1,0,5.29,5.29,0,0,5.29,0,0
062-56-0379,,SCANNED,1,0,5.29,5.29,0,0,5.29,0,0
062-56-0379, ,S,1,0,5.29,4.76,0.53,0.53,5.29,0.100189036,0
062-56-0379, ,S,1,0,5.29,5.29,0,0,5.29,0,0
062-56-0379, ,S,1,0,4.49,4.49,0,0,4.49,0,0
062-56-0460,,SCANNED,1,0,9.79,9.79,0,0,9.79,0,0
062-56-0503, ,S,1,0,9.49,9.49,0,0,9.49,0,0
062-56-0518, ,S,1,0,5.79,5.79,0,0,5.79,0,0
062-56-0518, ,S,1,0,5.79,5.79,0,0,5.79,0,0
062-56-0518, ,S,1,0,5.79,5.79,0,0,5.79,0,0
062-56-0518, ,S,1,0,5.79,5.79,0,0,5.79,0,0
062-56-0518, ,S,1,0,5.79,5.79,0,0,5.79,0,0
062-56-0518, ,S,1,0,5.79,5.79,0,0,5.79,0,0
062-56-0518, ,S,2,0,11.58,11.58,0,0,5.79,0,0
062-56-0518, ,S,1,0,4.99,4.99,0,0,4.99,0,0
062-56-0518, ,S,1,0,4.99,4.99,0,0,4.99,0,0
062-56-0538, ,S,1,0,5.99,5.99,0,0,5.99,0,0
062-56-0538, ,S,1,0,5.19,5.19,0,0,5.19,0,0
062-56-0538, ,S,2,0,10.58,10.58,0,0,5.29,0,0
062-56-0685, ,S,1,0,5.99,5.99,0,0,5.99,0,0
062-56-0783, ,S,1,0,4.99,4.99,0,0,4.99,0,0
062-56-0807, ,S,1,0,11.99,11.99,0,0,11.99,0,0
062-56-0807, ,S,1,0,11.99,11.99,0,0,11.99,0,0
062-56-0906, ,S,1,0,2.99,2.99,0,0,2.99,0,0
062-56-1035, ,S,1,0,5.99,5.99,0,0,5.99,0,0
062-56-1035, ,S,1,0,5.49,5.49,0,0,5.49,0,0
062-56-1066, ,S,1,0,3.79,3.79,0,0,3.79,0,0
