Store_Number,Store_Type,Store_Format,State,Region,Group,District,Market
Store_8955,StoreType_2,StoreFormat_07,State_40,Region_4,Group_03,District_162,Market_203
Store_0443,StoreType_2,StoreFormat_07,State_44,Region_4,Group_22,District_171,Market_084
Store_2760,StoreType_2,StoreFormat_18,State_37,Region_3,Group_14,District_041,Market_057
Store_8277,StoreType_2,StoreFormat_18,State_37,Region_3,Group_14,District_041,Market_057
Store_3147,StoreType_2,StoreFormat_07,State_22,Region_4,Group_04,District_101,Market_006
Store_7848,StoreType_2,StoreFormat_12,State_46,Region_3,Group_07,District_008,Market_389
Store_5485,StoreType_2,StoreFormat_28,State_46,Region_3,Group_07,District_115,Market_235
Store_9761,StoreType_5,StoreFormat_19,State_05,Region_4,Group_29,District_014,Market_275
Store_1451,StoreType_5,StoreFormat_27,State_05,Region_4,Group_29,District_107,Market_336
Store_6846,StoreType_2,StoreFormat_18,State_22,Region_4,Group_04,District_047,Market_149
Store_8941,StoreType_5,StoreFormat_06,State_21,Region_2,Group_10,District_073,Market_018
Store_1666,StoreType_5,StoreFormat_27,State_40,Region_4,Group_20,District_187,Market_176
Store_1869,StoreType_5,StoreFormat_27,State_21,Region_2,Group_09,District_063,Market_015
Store_8803,StoreType_5,StoreFormat_27,State_36,Region_3,Group_07,District_131,Market_281
Store_4240,StoreType_5,StoreFormat_31,State_46,Region_3,Group_06,District_081,Market_412
Store_0109,StoreType_2,StoreFormat_18,State_36,Region_3,Group_07,District_131,Market_318
Store_7095,StoreType_5,StoreFormat_27,State_02,Region_2,Group_10,District_057,Market_343
Store_5045,StoreType_5,StoreFormat_27,State_27,Region_2,Group_21,District_059,Market_377
Store_9713,StoreType_5,StoreFormat_06,State_47,Region_3,Group_14,District_134,Market_364
Store_1324,StoreType_5,StoreFormat_27,State_26,Region_1,Group_28,District_178,Market_233
Store_9256,StoreType_2,StoreFormat_45,State_23,Region_3,Group_08,District_024,Market_048
Store_3736,StoreType_5,StoreFormat_31,State_05,Region_4,Group_29,District_001,Market_410
Store_3298,StoreType_5,StoreFormat_27,State_21,Region_2,Group_10,District_052,Market_015
Store_0913,StoreType_5,StoreFormat_16,State_17,Region_2,Group_19,District_186,Market_105
Store_2309,StoreType_5,StoreFormat_31,State_40,Region_4,Group_20,District_060,Market_291
Store_3433,StoreType_5,StoreFormat_27,State_40,Region_4,Group_03,District_012,Market_176
Store_5294,StoreType_5,StoreFormat_16,State_23,Region_3,Group_08,District_136,Market_031
Store_4323,StoreType_5,StoreFormat_27,State_25,Region_3,Group_06,District_175,Market_323
Store_8869,StoreType_5,StoreFormat_46,State_26,Region_1,Group_27,District_025,Market_092
Store_1481,StoreType_5,StoreFormat_31,State_26,Region_1,Group_27,District_025,Market_038
Store_3002,StoreType_5,StoreFormat_11,State_21,Region_2,Group_23,District_145,Market_015
Store_4636,StoreType_5,StoreFormat_16,State_26,Region_1,Group_28,District_148,Market_393
Store_4582,StoreType_2,StoreFormat_12,State_22,Region_4,Group_04,District_121,Market_055
Store_9613,StoreType_5,StoreFormat_27,State_45,Region_3,Group_02,District_172,Market_160
Store_4145,StoreType_5,StoreFormat_11,State_15,Region_2,Group_09,District_046,Market_015
Store_7588,StoreType_5,StoreFormat_27,State_15,Region_2,Group_09,District_150,Market_015
Store_6741,StoreType_5,StoreFormat_16,State_05,Region_4,Group_29,District_140,Market_336
Store_0006,StoreType_5,StoreFormat_27,State_44,Region_4,Group_22,District_171,Market_151
Store_9317,StoreType_2,StoreFormat_28,State_05,Region_4,Group_29,District_107,Market_336
Store_4380,StoreType_5,StoreFormat_16,State_33,Region_2,Group_24,District_133,Market_069
Store_6393,StoreType_5,StoreFormat_19,State_29,Region_2,Group_19,District_109,Market_088
Store_4662,StoreType_5,StoreFormat_46,State_06,Region_4,Group_29,District_013,Market_388
Store_6137,StoreType_5,StoreFormat_11,State_21,Region_2,Group_10,District_073,Market_351
Store_6972,StoreType_2,StoreFormat_12,State_01,Region_3,Group_15,District_097,Market_152
Store_8883,StoreType_2,StoreFormat_12,State_01,Region_3,Group_15,District_097,Market_152
Store_4745,StoreType_2,StoreFormat_12,State_01,Region_3,Group_15,District_032,Market_152
Store_2021,StoreType_5,StoreFormat_02,State_26,Region_1,Group_05,District_128,Market_371
Store_9520,StoreType_5,StoreFormat_01,State_27,Region_2,Group_10,District_099,Market_199
Store_3407,StoreType_2,StoreFormat_18,State_40,Region_4,Group_20,District_004,Market_094
Store_0284,StoreType_5,StoreFormat_27,State_40,Region_4,Group_03,District_152,Market_203
Store_6758,StoreType_5,StoreFormat_11,State_24,Region_4,Group_12,District_184,Market_340
Store_5769,StoreType_5,StoreFormat_01,State_27,Region_2,Group_10,District_057,Market_107
Store_9085,StoreType_2,StoreFormat_07,State_32,Region_3,Group_02,District_070,Market_041
Store_9704,StoreType_5,StoreFormat_11,State_47,Region_3,Group_14,District_134,Market_036
Store_1548,StoreType_5,StoreFormat_04,State_45,Region_3,Group_02,District_172,Market_041
Store_5858,StoreType_5,StoreFormat_27,State_26,Region_1,Group_05,District_156,Market_371
Store_5261,StoreType_5,StoreFormat_11,State_17,Region_2,Group_19,District_139,Market_263
Store_0280,StoreType_5,StoreFormat_27,State_26,Region_1,Group_27,District_025,Market_092
Store_2136,StoreType_5,StoreFormat_11,State_30,Region_1,Group_11,District_006,Market_095
Store_5937,StoreType_5,StoreFormat_27,State_37,Region_3,Group_14,District_102,Market_057
Store_8706,StoreType_5,StoreFormat_27,State_21,Region_2,Group_23,District_144,Market_015
Store_7538,StoreType_5,StoreFormat_02,State_40,Region_4,Group_20,District_181,Market_094
Store_2457,StoreType_5,StoreFormat_27,State_26,Region_1,Group_01,District_019,Market_197
Store_5756,StoreType_5,StoreFormat_46,State_40,Region_4,Group_03,District_036,Market_155
Store_7413,StoreType_2,StoreFormat_08,State_22,Region_4,Group_04,District_028,Market_075
Store_1665,StoreType_5,StoreFormat_16,State_10,Region_2,Group_13,District_035,Market_069
Store_4207,StoreType_5,StoreFormat_46,State_39,Region_2,Group_21,District_183,Market_058
Store_8833,StoreType_5,StoreFormat_11,State_21,Region_2,Group_10,District_052,Market_015
Store_3052,StoreType_5,StoreFormat_04,State_33,Region_2,Group_24,District_173,Market_069
Store_7851,StoreType_5,StoreFormat_11,State_33,Region_2,Group_24,District_147,Market_320
Store_7159,StoreType_5,StoreFormat_31,State_22,Region_4,Group_04,District_076,Market_306
Store_7049,StoreType_5,StoreFormat_46,State_28,Region_3,Group_08,District_003,Market_227
Store_3291,StoreType_5,StoreFormat_16,State_40,Region_4,Group_20,District_060,Market_191
Store_6977,StoreType_5,StoreFormat_27,State_26,Region_1,Group_28,District_165,Market_129
Store_2856,StoreType_5,StoreFormat_27,State_24,Region_4,Group_12,District_020,Market_116
Store_3045,StoreType_5,StoreFormat_27,State_15,Region_2,Group_19,District_139,Market_015
Store_2326,StoreType_5,StoreFormat_11,State_15,Region_2,Group_09,District_046,Market_015
Store_3161,StoreType_5,StoreFormat_27,State_21,Region_2,Group_23,District_145,Market_015
Store_3101,StoreType_5,StoreFormat_27,State_26,Region_1,Group_05,District_069,Market_371
Store_4047,StoreType_5,StoreFormat_46,State_30,Region_1,Group_11,District_104,Market_095
Store_8841,StoreType_5,StoreFormat_46,State_26,Region_1,Group_05,District_091,Market_371
Store_8374,StoreType_5,StoreFormat_01,State_06,Region_4,Group_29,District_031,Market_242
Store_8548,StoreType_5,StoreFormat_27,State_10,Region_2,Group_13,District_007,Market_247
Store_8022,StoreType_2,StoreFormat_12,State_05,Region_4,Group_29,District_107,Market_254
Store_6375,StoreType_2,StoreFormat_12,State_33,Region_2,Group_24,District_173,Market_069
Store_5980,StoreType_2,StoreFormat_12,State_33,Region_2,Group_24,District_133,Market_069
Store_3097,StoreType_5,StoreFormat_27,State_17,Region_2,Group_13,District_169,Market_346
Store_9134,StoreType_5,StoreFormat_01,State_11,Region_4,Group_22,District_163,Market_064
Store_3721,StoreType_5,StoreFormat_16,State_40,Region_4,Group_03,District_152,Market_204
Store_4272,StoreType_5,StoreFormat_46,State_37,Region_3,Group_14,District_041,Market_060
Store_3426,StoreType_5,StoreFormat_16,State_36,Region_3,Group_17,District_051,Market_318
Store_8072,StoreType_5,StoreFormat_16,State_08,Region_3,Group_07,District_055,Market_205
Store_8329,StoreType_5,StoreFormat_16,State_36,Region_3,Group_17,District_135,Market_318
Store_6442,StoreType_5,StoreFormat_16,State_36,Region_3,Group_17,District_135,Market_318
Store_4417,StoreType_5,StoreFormat_31,State_38,Region_1,Group_11,District_094,Market_095
Store_1248,StoreType_5,StoreFormat_04,State_26,Region_1,Group_26,District_086,Market_065
Store_5893,StoreType_5,StoreFormat_16,State_21,Region_2,Group_23,District_009,Market_015
Store_6381,StoreType_5,StoreFormat_16,State_15,Region_2,Group_09,District_046,Market_015
Store_8306,StoreType_5,StoreFormat_46,State_21,Region_2,Group_09,District_063,Market_015
Store_6479,StoreType_5,StoreFormat_27,State_36,Region_3,Group_17,District_021,Market_318
Store_6911,StoreType_5,StoreFormat_10,State_36,Region_3,Group_17,District_170,Market_318
Store_8438,StoreType_5,StoreFormat_16,State_10,Region_2,Group_13,District_040,Market_069
Store_6889,StoreType_5,StoreFormat_27,State_07,Region_4,Group_22,District_112,Market_314
Store_9296,StoreType_5,StoreFormat_31,State_05,Region_4,Group_29,District_107,Market_336
Store_6789,StoreType_5,StoreFormat_02,State_33,Region_2,Group_13,District_002,Market_069
Store_6640,StoreType_5,StoreFormat_16,State_40,Region_4,Group_03,District_066,Market_203
Store_4822,StoreType_5,StoreFormat_11,State_08,Region_3,Group_07,District_153,Market_276
Store_2002,StoreType_2,StoreFormat_45,State_36,Region_3,Group_17,District_103,Market_318
Store_4880,StoreType_5,StoreFormat_27,State_10,Region_2,Group_13,District_040,Market_069
Store_8623,StoreType_5,StoreFormat_01,State_27,Region_2,Group_21,District_164,Market_377
Store_5713,StoreType_2,StoreFormat_45,State_46,Region_3,Group_07,District_008,Market_389
Store_3141,StoreType_5,StoreFormat_16,State_37,Region_3,Group_18,District_096,Market_162
Store_5316,StoreType_2,StoreFormat_12,State_36,Region_3,Group_17,District_072,Market_318
Store_0798,StoreType_5,StoreFormat_46,State_40,Region_4,Group_03,District_066,Market_203
Store_5788,StoreType_5,StoreFormat_46,State_24,Region_4,Group_12,District_184,Market_340
Store_1121,StoreType_5,StoreFormat_01,State_26,Region_1,Group_28,District_178,Market_283
Store_0278,StoreType_5,StoreFormat_11,State_48,Region_4,Group_22,District_146,Market_266
Store_2348,StoreType_2,StoreFormat_45,State_40,Region_4,Group_03,District_066,Market_203
Store_8680,StoreType_5,StoreFormat_46,State_42,Region_4,Group_29,District_013,Market_337
Store_1234,StoreType_5,StoreFormat_27,State_37,Region_3,Group_14,District_041,Market_341
Store_2303,StoreType_2,StoreFormat_12,State_36,Region_3,Group_17,District_119,Market_318
Store_3856,StoreType_5,StoreFormat_04,State_37,Region_3,Group_18,District_096,Market_318
Store_1532,StoreType_5,StoreFormat_38,State_32,Region_3,Group_02,District_053,Market_229
Store_4540,StoreType_5,StoreFormat_27,State_21,Region_2,Group_10,District_073,Market_018
Store_5117,StoreType_5,StoreFormat_11,State_02,Region_2,Group_10,District_179,Market_296
Store_9007,StoreType_5,StoreFormat_16,State_15,Region_2,Group_09,District_017,Market_105
Store_4274,StoreType_5,StoreFormat_11,State_22,Region_4,Group_04,District_101,Market_006
Store_4785,StoreType_5,StoreFormat_46,State_07,Region_4,Group_22,District_112,Market_026
Store_2340,StoreType_5,StoreFormat_27,State_51,Region_4,Group_22,District_163,Market_267
Store_1765,StoreType_5,StoreFormat_04,State_22,Region_4,Group_04,District_028,Market_075
Store_6062,StoreType_5,StoreFormat_02,State_40,Region_4,Group_20,District_168,Market_094
Store_2859,StoreType_5,StoreFormat_31,State_06,Region_4,Group_29,District_031,Market_143
Store_7412,StoreType_5,StoreFormat_27,State_36,Region_3,Group_17,District_021,Market_318
Store_7093,StoreType_5,StoreFormat_16,State_08,Region_3,Group_07,District_131,Market_276
Store_0503,StoreType_5,StoreFormat_16,State_26,Region_1,Group_01,District_098,Market_393
Store_0693,StoreType_5,StoreFormat_16,State_26,Region_1,Group_01,District_048,Market_197
Store_7940,StoreType_2,StoreFormat_45,State_23,Region_3,Group_08,District_027,Market_048
Store_2858,StoreType_5,StoreFormat_16,State_15,Region_2,Group_09,District_065,Market_015
Store_2843,StoreType_5,StoreFormat_31,State_27,Region_2,Group_10,District_129,Market_377
Store_2479,StoreType_5,StoreFormat_31,State_33,Region_2,Group_24,District_157,Market_108
Store_3016,StoreType_2,StoreFormat_12,State_05,Region_4,Group_29,District_140,Market_336
Store_6807,StoreType_5,StoreFormat_04,State_37,Region_3,Group_18,District_096,Market_390
Store_3381,StoreType_2,StoreFormat_08,State_22,Region_4,Group_25,District_149,Market_011
Store_6516,StoreType_5,StoreFormat_04,State_22,Region_4,Group_25,District_111,Market_256
Store_7078,StoreType_5,StoreFormat_27,State_26,Region_1,Group_05,District_155,Market_065
Store_6271,StoreType_5,StoreFormat_27,State_06,Region_4,Group_29,District_031,Market_242
Store_6195,StoreType_5,StoreFormat_46,State_10,Region_2,Group_13,District_158,Market_247
Store_9198,StoreType_5,StoreFormat_31,State_46,Region_3,Group_07,District_008,Market_389
Store_5728,StoreType_5,StoreFormat_27,State_47,Region_3,Group_14,District_064,Market_299
Store_3954,StoreType_5,StoreFormat_27,State_22,Region_4,Group_25,District_111,Market_256
Store_3435,StoreType_5,StoreFormat_27,State_27,Region_2,Group_21,District_059,Market_377
Store_2764,StoreType_5,StoreFormat_46,State_45,Region_3,Group_08,District_123,Market_037
Store_2880,StoreType_2,StoreFormat_43,State_45,Region_3,Group_08,District_123,Market_037
Store_7548,StoreType_2,StoreFormat_08,State_45,Region_3,Group_08,District_123,Market_037
Store_6594,StoreType_5,StoreFormat_46,State_47,Region_3,Group_14,District_117,Market_228
Store_8618,StoreType_5,StoreFormat_16,State_38,Region_1,Group_11,District_113,Market_112
Store_5632,StoreType_5,StoreFormat_27,State_21,Region_2,Group_23,District_145,Market_015
Store_0872,StoreType_5,StoreFormat_11,State_29,Region_2,Group_19,District_109,Market_302
Store_3502,StoreType_2,StoreFormat_08,State_36,Region_3,Group_17,District_103,Market_318
Store_3503,StoreType_5,StoreFormat_11,State_36,Region_3,Group_02,District_038,Market_172
Store_8607,StoreType_5,StoreFormat_11,State_32,Region_3,Group_02,District_053,Market_159
Store_1980,StoreType_5,StoreFormat_16,State_40,Region_4,Group_20,District_187,Market_176
Store_6938,StoreType_5,StoreFormat_46,State_21,Region_2,Group_10,District_052,Market_015
Store_0217,StoreType_5,StoreFormat_46,State_02,Region_2,Group_10,District_179,Market_296
Store_4160,StoreType_5,StoreFormat_31,State_02,Region_2,Group_10,District_179,Market_383
Store_7584,StoreType_5,StoreFormat_46,State_38,Region_1,Group_11,District_113,Market_112
Store_5797,StoreType_5,StoreFormat_46,State_26,Region_1,Group_05,District_091,Market_371
Store_7245,StoreType_2,StoreFormat_18,State_24,Region_4,Group_12,District_174,Market_340
Store_6593,StoreType_2,StoreFormat_45,State_24,Region_4,Group_12,District_184,Market_340
Store_3022,StoreType_5,StoreFormat_02,State_26,Region_1,Group_05,District_156,Market_371
Store_2771,StoreType_5,StoreFormat_02,State_40,Region_4,Group_20,District_004,Market_094
Store_7254,StoreType_5,StoreFormat_46,State_48,Region_4,Group_16,District_090,Market_404
Store_3167,StoreType_5,StoreFormat_31,State_42,Region_4,Group_16,District_089,Market_140
Store_8084,StoreType_5,StoreFormat_11,State_27,Region_2,Group_10,District_099,Market_199
Store_6252,StoreType_2,StoreFormat_08,State_22,Region_4,Group_04,District_047,Market_006
Store_2078,StoreType_5,StoreFormat_27,State_22,Region_4,Group_04,District_121,Market_055
Store_6466,StoreType_5,StoreFormat_46,State_33,Region_2,Group_24,District_157,Market_108
Store_4290,StoreType_5,StoreFormat_27,State_47,Region_3,Group_14,District_064,Market_004
Store_1843,StoreType_5,StoreFormat_11,State_10,Region_2,Group_13,District_007,Market_247
Store_3622,StoreType_5,StoreFormat_38,State_50,Region_3,Group_18,District_062,Market_054
Store_2337,StoreType_5,StoreFormat_46,State_47,Region_3,Group_14,District_058,Market_004
Store_0805,StoreType_5,StoreFormat_27,State_22,Region_4,Group_04,District_049,Market_201
Store_9756,StoreType_5,StoreFormat_11,State_22,Region_4,Group_04,District_028,Market_075
Store_4086,StoreType_5,StoreFormat_16,State_40,Region_4,Group_03,District_162,Market_203
Store_8675,StoreType_2,StoreFormat_08,State_23,Region_3,Group_08,District_026,Market_048
Store_2877,StoreType_5,StoreFormat_31,State_32,Region_3,Group_02,District_070,Market_387
Store_0965,StoreType_5,StoreFormat_27,State_47,Region_3,Group_14,District_064,Market_004
Store_4051,StoreType_5,StoreFormat_27,State_40,Region_4,Group_03,District_036,Market_155
Store_9189,StoreType_5,StoreFormat_46,State_26,Region_1,Group_27,District_030,Market_065
Store_6178,StoreType_5,StoreFormat_02,State_40,Region_4,Group_20,District_168,Market_094
Store_7611,StoreType_5,StoreFormat_01,State_40,Region_4,Group_20,District_187,Market_176
Store_0251,StoreType_5,StoreFormat_31,State_48,Region_4,Group_16,District_090,Market_404
Store_7676,StoreType_5,StoreFormat_06,State_26,Region_1,Group_01,District_080,Market_197
Store_4193,StoreType_5,StoreFormat_16,State_21,Region_2,Group_09,District_065,Market_015
Store_1876,StoreType_5,StoreFormat_27,State_10,Region_2,Group_13,District_040,Market_069
Store_9274,StoreType_5,StoreFormat_02,State_40,Region_4,Group_20,District_168,Market_094
Store_3004,StoreType_5,StoreFormat_46,State_13,Region_2,Group_21,District_183,Market_265
Store_8143,StoreType_5,StoreFormat_46,State_12,Region_3,Group_06,District_067,Market_183
Store_6277,StoreType_5,StoreFormat_31,State_05,Region_4,Group_29,District_001,Market_410
Store_8077,StoreType_5,StoreFormat_31,State_50,Region_3,Group_18,District_083,Market_051
Store_1304,StoreType_5,StoreFormat_46,State_50,Region_3,Group_18,District_083,Market_051
Store_0741,StoreType_5,StoreFormat_46,State_47,Region_3,Group_14,District_141,Market_364
Store_1775,StoreType_5,StoreFormat_16,State_33,Region_2,Group_24,District_173,Market_069
Store_4135,StoreType_5,StoreFormat_31,State_26,Region_1,Group_28,District_116,Market_208
Store_5327,StoreType_5,StoreFormat_01,State_26,Region_1,Group_05,District_127,Market_065
Store_9797,StoreType_5,StoreFormat_27,State_26,Region_1,Group_26,District_015,Market_065
Store_6642,StoreType_2,StoreFormat_08,State_23,Region_3,Group_08,District_027,Market_048
Store_0735,StoreType_2,StoreFormat_43,State_22,Region_4,Group_25,District_005,Market_256
Store_0748,StoreType_2,StoreFormat_45,State_23,Region_3,Group_08,District_026,Market_048
Store_2412,StoreType_5,StoreFormat_46,State_21,Region_2,Group_10,District_052,Market_015
Store_5535,StoreType_3,StoreFormat_23,State_01,Region_3,Group_15,District_097,Market_152
Store_9904,StoreType_5,StoreFormat_27,State_26,Region_1,Group_27,District_030,Market_065
Store_1061,StoreType_5,StoreFormat_31,State_42,Region_4,Group_29,District_031,Market_114
Store_8778,StoreType_5,StoreFormat_27,State_36,Region_3,Group_17,District_051,Market_318
Store_8654,StoreType_5,StoreFormat_16,State_23,Region_3,Group_08,District_095,Market_399
Store_8641,StoreType_5,StoreFormat_16,State_26,Region_1,Group_26,District_015,Market_065
Store_3565,StoreType_5,StoreFormat_46,State_41,Region_4,Group_12,District_045,Market_347
Store_7663,StoreType_5,StoreFormat_46,State_22,Region_4,Group_04,District_101,Market_006
Store_4791,StoreType_5,StoreFormat_46,State_50,Region_3,Group_18,District_182,Market_054
Store_5217,StoreType_2,StoreFormat_45,State_22,Region_4,Group_04,District_011,Market_398
Store_4202,StoreType_2,StoreFormat_07,State_36,Region_3,Group_17,District_051,Market_318
Store_6778,StoreType_5,StoreFormat_04,State_42,Region_4,Group_16,District_016,Market_140
Store_5658,StoreType_5,StoreFormat_27,State_05,Region_2,Group_24,District_106,Market_411
Store_4624,StoreType_5,StoreFormat_27,State_21,Region_2,Group_21,District_034,Market_255
Store_6391,StoreType_5,StoreFormat_16,State_22,Region_4,Group_04,District_011,Market_055
Store_4622,StoreType_5,StoreFormat_16,State_46,Region_3,Group_07,District_008,Market_389
Store_4425,StoreType_2,StoreFormat_07,State_40,Region_4,Group_20,District_168,Market_094
Store_7862,StoreType_5,StoreFormat_46,State_45,Region_3,Group_02,District_172,Market_041
Store_6146,StoreType_5,StoreFormat_38,State_47,Region_3,Group_14,District_056,Market_120
Store_8768,StoreType_5,StoreFormat_46,State_02,Region_2,Group_10,District_179,Market_296
Store_8564,StoreType_2,StoreFormat_12,State_01,Region_3,Group_15,District_142,Market_152
Store_6910,StoreType_5,StoreFormat_16,State_37,Region_3,Group_18,District_096,Market_318
Store_3671,StoreType_5,StoreFormat_16,State_26,Region_1,Group_27,District_042,Market_065
Store_7150,StoreType_2,StoreFormat_12,State_23,Region_3,Group_08,District_027,Market_048
Store_6583,StoreType_5,StoreFormat_11,State_48,Region_4,Group_16,District_143,Market_194
Store_4751,StoreType_5,StoreFormat_46,State_51,Region_4,Group_22,District_163,Market_010
Store_7742,StoreType_2,StoreFormat_08,State_42,Region_4,Group_16,District_016,Market_140
Store_7259,StoreType_5,StoreFormat_31,State_48,Region_4,Group_16,District_105,Market_414
Store_3890,StoreType_5,StoreFormat_46,State_22,Region_4,Group_04,District_076,Market_006
Store_8229,StoreType_2,StoreFormat_08,State_22,Region_4,Group_25,District_166,Market_020
Store_8123,StoreType_5,StoreFormat_11,State_28,Region_3,Group_08,District_003,Market_227
Store_2411,StoreType_5,StoreFormat_27,State_22,Region_4,Group_04,District_076,Market_006
Store_9421,StoreType_2,StoreFormat_18,State_22,Region_4,Group_25,District_166,Market_231
Store_2019,StoreType_5,StoreFormat_27,State_22,Region_4,Group_04,District_011,Market_055
Store_8222,StoreType_2,StoreFormat_08,State_22,Region_4,Group_25,District_111,Market_256
Store_3573,StoreType_5,StoreFormat_46,State_40,Region_4,Group_03,District_066,Market_203
Store_3129,StoreType_2,StoreFormat_08,State_22,Region_4,Group_25,District_111,Market_256
Store_0419,StoreType_5,StoreFormat_27,State_37,Region_3,Group_02,District_010,Market_374
Store_8352,StoreType_2,StoreFormat_12,State_05,Region_4,Group_29,District_107,Market_254
Store_0069,StoreType_5,StoreFormat_31,State_47,Region_3,Group_14,District_058,Market_004
Store_4129,StoreType_5,StoreFormat_27,State_33,Region_2,Group_24,District_147,Market_142
Store_3223,StoreType_5,StoreFormat_46,State_17,Region_2,Group_19,District_177,Market_100
Store_8663,StoreType_5,StoreFormat_11,State_04,Region_2,Group_10,District_129,Market_274
Store_7262,StoreType_5,StoreFormat_46,State_05,Region_4,Group_29,District_014,Market_275
Store_2574,StoreType_5,StoreFormat_27,State_17,Region_2,Group_19,District_186,Market_105
Store_2213,StoreType_5,StoreFormat_46,State_21,Region_2,Group_10,District_052,Market_015
Store_8089,StoreType_5,StoreFormat_46,State_17,Region_2,Group_19,District_018,Market_396
Store_4916,StoreType_5,StoreFormat_11,State_36,Region_3,Group_17,District_051,Market_318
Store_5268,StoreType_5,StoreFormat_02,State_36,Region_3,Group_17,District_021,Market_318
Store_5090,StoreType_2,StoreFormat_08,State_05,Region_4,Group_29,District_001,Market_275
Store_9349,StoreType_2,StoreFormat_12,State_36,Region_3,Group_17,District_135,Market_318
Store_2562,StoreType_5,StoreFormat_16,State_26,Region_1,Group_05,District_155,Market_065
Store_5258,StoreType_5,StoreFormat_31,State_24,Region_4,Group_12,District_037,Market_325
Store_8431,StoreType_5,StoreFormat_38,State_44,Region_4,Group_16,District_090,Market_066
Store_4849,StoreType_5,StoreFormat_27,State_22,Region_4,Group_04,District_049,Market_260
Store_2343,StoreType_5,StoreFormat_46,State_47,Region_3,Group_14,District_058,Market_004
Store_6873,StoreType_5,StoreFormat_27,State_36,Region_3,Group_17,District_051,Market_318
Store_4402,StoreType_5,StoreFormat_02,State_26,Region_1,Group_01,District_048,Market_197
Store_0021,StoreType_2,StoreFormat_42,State_11,Region_4,Group_22,District_114,Market_244
Store_3786,StoreType_5,StoreFormat_31,State_05,Region_4,Group_29,District_014,Market_275
Store_5982,StoreType_2,StoreFormat_08,State_42,Region_4,Group_16,District_161,Market_140
Store_2312,StoreType_2,StoreFormat_45,State_22,Region_4,Group_25,District_087,Market_256
Store_8423,StoreType_5,StoreFormat_01,State_40,Region_4,Group_03,District_066,Market_203
Store_4949,StoreType_5,StoreFormat_46,State_28,Region_3,Group_08,District_123,Market_248
Store_1730,StoreType_5,StoreFormat_46,State_26,Region_1,Group_28,District_118,Market_280
Store_6605,StoreType_5,StoreFormat_38,State_32,Region_4,Group_22,District_112,Market_221
Store_8210,StoreType_5,StoreFormat_46,State_17,Region_2,Group_13,District_169,Market_169
Store_9224,StoreType_5,StoreFormat_38,State_17,Region_2,Group_19,District_018,Market_396
Store_1898,StoreType_2,StoreFormat_35,State_01,Region_3,Group_15,District_176,Market_152
Store_7501,StoreType_5,StoreFormat_46,State_21,Region_2,Group_23,District_145,Market_015
Store_3524,StoreType_5,StoreFormat_46,State_32,Region_3,Group_02,District_053,Market_159
Store_4391,StoreType_5,StoreFormat_27,State_15,Region_2,Group_09,District_017,Market_105
Store_5990,StoreType_5,StoreFormat_16,State_50,Region_3,Group_18,District_043,Market_081
Store_8877,StoreType_2,StoreFormat_12,State_08,Region_3,Group_07,District_061,Market_372
Store_2361,StoreType_5,StoreFormat_01,State_05,Region_2,Group_24,District_106,Market_130
Store_0730,StoreType_5,StoreFormat_16,State_22,Region_4,Group_25,District_005,Market_256
Store_6750,StoreType_5,StoreFormat_27,State_30,Region_1,Group_11,District_006,Market_131
Store_5820,StoreType_5,StoreFormat_27,State_05,Region_4,Group_29,District_140,Market_336
Store_8656,StoreType_5,StoreFormat_38,State_40,Region_4,Group_03,District_130,Market_008
Store_4149,StoreType_5,StoreFormat_46,State_50,Region_3,Group_18,District_159,Market_054
Store_9382,StoreType_5,StoreFormat_31,State_17,Region_2,Group_19,District_109,Market_396
Store_8822,StoreType_5,StoreFormat_46,State_26,Region_1,Group_28,District_160,Market_002
Store_2830,StoreType_2,StoreFormat_43,State_22,Region_4,Group_04,District_121,Market_055
Store_5903,StoreType_5,StoreFormat_46,State_47,Region_3,Group_14,District_056,Market_364
Store_8309,StoreType_5,StoreFormat_46,State_13,Region_2,Group_21,District_183,Market_216
Store_8390,StoreType_5,StoreFormat_11,State_42,Region_4,Group_16,District_161,Market_140
Store_5835,StoreType_5,StoreFormat_46,State_36,Region_3,Group_17,District_103,Market_318
Store_1544,StoreType_5,StoreFormat_27,State_25,Region_3,Group_06,District_175,Market_039
Store_8819,StoreType_5,StoreFormat_02,State_17,Region_2,Group_19,District_180,Market_105
Store_8276,StoreType_5,StoreFormat_01,State_12,Region_3,Group_06,District_067,Market_183
Store_7574,StoreType_5,StoreFormat_27,State_48,Region_4,Group_16,District_143,Market_404
Store_8360,StoreType_5,StoreFormat_46,State_27,Region_2,Group_10,District_057,Market_063
Store_8504,StoreType_5,StoreFormat_27,State_26,Region_1,Group_27,District_126,Market_065
Store_3315,StoreType_5,StoreFormat_46,State_42,Region_4,Group_16,District_089,Market_140
Store_2251,StoreType_5,StoreFormat_11,State_39,Region_2,Group_21,District_183,Market_040
Store_4255,StoreType_5,StoreFormat_11,State_17,Region_2,Group_19,District_180,Market_105
Store_1278,StoreType_2,StoreFormat_08,State_05,Region_4,Group_29,District_014,Market_275
Store_4074,StoreType_5,StoreFormat_11,State_10,Region_2,Group_13,District_158,Market_069
Store_0298,StoreType_5,StoreFormat_38,State_05,Region_2,Group_24,District_106,Market_300
Store_2779,StoreType_5,StoreFormat_46,State_01,Region_3,Group_15,District_176,Market_152
