Evidence_ID (PK),Incident_ID,Merchandise_Evidence_DPCI,Evidence_Quantity,Evidence_Retail_Price
2586,Incident_089,059-49-4505,1,7
2587,Incident_089,059-49-0546,1,5
2588,Incident_089,059-49-4390,1,5
2589,Incident_089,059-49-1868,1,5
2590,Incident_089,037-45-8398,1,45
2591,Incident_089,025-31-8202,1,12
2592,Incident_089,025-31-6582,1,20
2593,Incident_089,025-31-0706,1,20
2594,Incident_089,025-35-7372,1,12
2595,Incident_089,025-48-3758,1,9
2596,Incident_089,025-48-0448,1,2.5
2597,Incident_089,025-64-0054,1,6
2598,Incident_089,025-64-2117,1,7
2599,Incident_089,025-64-1022,1,6
2600,Incident_089,057-35-2986,1,35
2601,Incident_089,057-35-6739,1,28
2602,Incident_089,002-31-1155,1,12
2603,Incident_089,002-11-0979,1,3.6
2604,Incident_425,001-48-2854,1,3.89
2605,Incident_425,059-49-4876,1,7
2606,Incident_425,059-49-3094,1,7
2607,Incident_425,037-31-3545,1,40
2608,Incident_425,025-45-2929,1,28
2609,Incident_425,018-65-7649,1,0.99
2610,Incident_425,007-45-7346,1,3.99
2611,Incident_425,013-51-1353,1,6
2612,Incident_425,013-51-0736,1,8
2613,Incident_425,013-25-0981,1,10
2614,Incident_425,013-25-6890,1,10
2615,Incident_425,013-25-0788,1,10
2616,Incident_425,013-25-1101,1,10
2617,Incident_425,002-31-3448,1,8
2618,Incident_425,002-31-4881,1,1.5
2619,Incident_425,002-31-4357,3,1.5
2620,Incident_425,002-31-3560,1,8
2621,Incident_425,002-35-5052,1,18
2622,Incident_425,002-35-2561,1,18
2623,Incident_425,002-05-0753,1,18
2624,Incident_442,048-02-5907,1,8
2625,Incident_442,080-51-9519,1,26.99
2626,Incident_200,037-05-6299,1,15.99
2627,Incident_200,037-05-7873,1,15.99
2628,Incident_200,037-49-4000,1,10.99
2629,Incident_200,011-45-2100,1,22.99
2630,Incident_200,018-65-0389,1,5.29
2631,Incident_200,012-09-2461,1,24.99
2632,Incident_200,008-24-0238,1,29.99
2633,Incident_299,059-43-1078,1,18.99
2634,Incident_299,097-51-0149,1,10
2635,Incident_299,037-31-0979,1,30
2636,Incident_299,039-48-4903,1,15.99
2637,Incident_299,039-48-2064,1,15.99
2638,Incident_299,039-48-0712,1,12.99
2639,Incident_237,054-65-1368,1,32.99
2640,Incident_412,131-48-0024,1,4.99
2641,Incident_412,037-48-6106,1,14.99
2642,Incident_412,015-66-3744,1,39.99
2643,Incident_342,059-49-3054,1,6
2644,Incident_342,059-49-2277,2,5
2645,Incident_342,059-49-1299,1,5
2646,Incident_342,059-49-0760,2,14
2647,Incident_342,059-49-2035,1,7
2648,Incident_342,059-49-3508,1,7
2649,Incident_342,059-49-2394,1,6
2650,Incident_342,097-49-1734,1,15
2651,Incident_342,037-45-4000,1,35
2652,Incident_342,037-45-0505,1,45
2653,Incident_342,025-66-2386,1,6
2654,Incident_342,025-48-2186,1,1.5
2655,Incident_342,025-64-3104,1,5
2656,Incident_342,025-64-4604,1,5
2657,Incident_342,025-64-2815,1,3
2658,Incident_342,025-64-0043,1,5
2659,Incident_342,039-43-2009,1,279.99
2660,Incident_342,031-43-4369,1,54
2661,Incident_342,035-65-3367,1,25
2662,Incident_342,057-35-2986,1,35
2663,Incident_342,057-35-3928,1,28
2664,Incident_342,057-35-0415,1,28
2665,Incident_342,057-35-1730,1,32
2666,Incident_342,002-05-5638,1,12.6
2667,Incident_129,001-65-0139,1,69.99
2668,Incident_129,001-45-2839,1,89.99
2669,Incident_129,001-11-6587,1,44.99
2670,Incident_348,012-48-5786,1,13.99
2671,Incident_348,080-65-3157,1,6.99
2672,Incident_056,031-35-3366,1,24
2673,Incident_056,052-45-2855,1,17.49
2674,Incident_056,001-65-0568,1,39.99
2675,Incident_056,001-11-1600,1,24.99
2676,Incident_291,059-43-5563,1,22
2677,Incident_291,059-05-8788,1,7
2678,Incident_291,025-64-0037,1,9
2679,Incident_291,025-64-5202,1,9
2680,Incident_291,001-65-0040,1,39.99
2681,Incident_291,002-64-3647,1,29
2682,Incident_291,002-05-0656,1,59.99
2683,Incident_291,059-54-0496,1,1.59
2684,Incident_291,002-31-1093,1,5
2685,Incident_291,002-05-1866,1,12.6
2686,Incident_291,002-05-4215,1,17.5
2687,Incident_291,002-05-0907,1,22
2688,Incident_271,042-31-8329,1,74.99
2689,Incident_271,042-31-3537,1,74.99
2690,Incident_426,025-24-6498,1,10
2691,Incident_426,054-05-2274,1,32.99
2692,Incident_426,054-05-4064,1,32.99
2693,Incident_426,054-05-1266,1,32.99
2694,Incident_426,054-05-1496,1,22
2695,Incident_426,054-05-0968,1,32.99
2696,Incident_426,054-05-0939,1,32.99
2697,Incident_426,014-09-3734,1,27.99
2698,Incident_426,014-09-3387,1,27.99
2699,Incident_426,059-51-4238,1,7
2700,Incident_426,008-31-1756,1,59.99
2701,Incident_426,002-31-1906,1,12
2702,Incident_426,002-31-0631,1,12
2703,Incident_281,097-49-4573,1,17
2704,Incident_281,097-49-0108,1,8.5
2705,Incident_281,097-49-3253,1,17
2706,Incident_281,097-49-0186,1,18
2707,Incident_281,097-49-0367,1,15
2708,Incident_281,019-02-1238,1,3
2709,Incident_281,019-02-5331,1,3
2710,Incident_281,019-38-0800,6,5
2711,Incident_281,019-38-1899,2,1
2712,Incident_281,019-38-0769,1,5
2713,Incident_281,019-38-0944,2,1
2714,Incident_281,019-38-0148,1,5
2715,Incident_281,019-38-2815,2,3
2716,Incident_281,019-38-0085,1,3
2717,Incident_262,131-49-4660,1,20.99
2718,Incident_262,002-43-1908,1,9.99
2719,Incident_010,037-45-0153,1,40
2720,Incident_010,031-43-5787,1,28.8
2721,Incident_010,031-43-5780,1,32.4
2722,Incident_010,014-25-2601,1,6
2723,Incident_010,002-49-4376,1,59.99
2724,Incident_010,002-49-2282,3,119.99
2725,Incident_230,054-48-5493,1,17.49
2726,Incident_230,052-45-0301,1,15.39
2727,Incident_021,003-49-0099,1,25
2728,Incident_021,001-65-3978,1,44.99
2729,Incident_021,001-11-3380,1,29.99
2730,Incident_021,001-11-0597,1,13.59
2731,Incident_021,002-31-1906,1,12
2732,Incident_021,002-31-2596,1,12
2733,Incident_094,021-31-1875,1,5
2734,Incident_094,021-31-1835,1,5
2735,Incident_094,059-49-5906,1,7
2736,Incident_094,059-49-2393,1,5
2737,Incident_094,059-49-4635,2,6
2738,Incident_094,059-49-2874,1,5
2739,Incident_094,059-49-3369,1,5
2740,Incident_094,059-49-1491,1,5
2741,Incident_094,097-64-1903,1,22
2742,Incident_094,097-49-0120,1,9.99
2743,Incident_094,025-31-8329,1,20
2744,Incident_094,025-31-4382,1,18
2745,Incident_094,025-31-2670,1,20
2746,Incident_094,025-65-9222,1,38
2747,Incident_094,025-48-2541,1,3.5
2748,Incident_094,025-48-3286,1,2.5
2749,Incident_094,025-48-3002,1,2.5
2750,Incident_094,025-45-3277,1,32
2751,Incident_094,079-24-1594,1,5
2752,Incident_094,134-64-0906,1,10
2753,Incident_094,013-31-1642,1,12.99
2754,Incident_094,013-51-0855,1,5
2755,Incident_094,013-51-2585,1,10
2756,Incident_417,010-45-5519,1,10
2757,Incident_417,021-35-0362,1,21
2758,Incident_417,003-43-1728,1,15
2759,Incident_417,059-49-0789,1,5
2760,Incident_417,097-49-0675,1,15
2761,Incident_417,011-49-5749,1,14
2762,Incident_417,014-45-8566,1,6.74
2763,Incident_417,014-45-6527,1,5.24
2764,Incident_417,014-45-1986,1,5.99
2765,Incident_417,014-38-1174,1,7.5
2766,Incident_417,014-42-7907,1,8
2767,Incident_417,014-42-1008,1,7
2768,Incident_275,031-43-6852,1,54
2769,Incident_275,021-24-0888,1,299.99
2770,Incident_181,086-24-4136,2,9.99
2771,Incident_181,086-24-0364,1,29.99
2772,Incident_181,007-45-4000,1,6.79
2773,Incident_197,021-35-6028,1,25
2774,Incident_197,052-35-4855,1,20
2775,Incident_197,131-49-0197,1,15.19
2776,Incident_197,131-49-3001,1,19.49
2777,Incident_197,131-49-2558,1,5.49
2778,Incident_197,131-09-1457,1,15.99
2779,Incident_197,131-09-4031,1,12.99
2780,Incident_197,014-66-1123,1,10.99
2781,Incident_197,014-42-6053,1,9.99
2782,Incident_197,012-48-0641,1,16
2783,Incident_197,019-38-7737,1,5
2784,Incident_197,019-38-0443,1,3
2785,Incident_197,019-38-0010,1,5
2786,Incident_197,019-46-0708,1,3
2787,Incident_083,086-65-4740,1,139.99
2788,Incident_083,031-43-4118,1,60
2789,Incident_083,054-65-4496,1,29.99
2790,Incident_083,005-31-8064,1,2.09
2791,Incident_083,005-31-3873,1,2.89
2792,Incident_083,005-31-1195,1,2.19
2793,Incident_083,005-31-2112,1,1.99
2794,Incident_083,005-51-4751,1,4.59
2795,Incident_083,005-51-6850,1,4.5
2796,Incident_083,005-51-6663,1,4.5
2797,Incident_083,005-51-4475,1,5.5
2798,Incident_083,023-51-2471,1,74.99
2799,Incident_083,023-07-6522,1,37.99
2800,Incident_083,023-07-4428,2,29.99
2801,Incident_083,002-43-3421,1,59.49
2802,Incident_083,002-05-2074,1,19.99
2803,Incident_083,002-49-3951,1,14.99
2804,Incident_083,002-49-1068,1,54.99
2805,Incident_356,009-64-0570,1,49
2806,Incident_356,021-66-2100,1,29.99
2807,Incident_356,002-49-1244,2,44.99
2808,Incident_356,002-49-1068,1,54.99
2809,Incident_356,002-49-0032,1,44.99
2810,Incident_356,095-24-5365,1,3.49
2811,Incident_057,010-24-9159,1,48
2812,Incident_057,131-25-7682,1,4.59
2813,Incident_057,131-25-7381,1,6.99
2814,Incident_057,052-45-3310,1,15.79
2815,Incident_057,014-45-8643,1,9.99
2816,Incident_057,014-45-1888,1,15.99
2817,Incident_057,014-45-1826,2,10
2818,Incident_057,014-45-2241,1,11.99
2819,Incident_057,014-45-3605,1,7.99
2820,Incident_057,014-24-0587,1,7.99
2821,Incident_057,014-42-5013,1,18
2822,Incident_057,014-42-1934,1,18
2823,Incident_057,014-42-0307,1,17.99
2824,Incident_057,014-42-0008,1,15
2825,Incident_057,115-66-3334,1,4.29
2826,Incident_057,134-64-1101,1,10
2827,Incident_057,094-35-0739,1,12.99
2828,Incident_057,009-45-1958,1,19.99
2829,Incident_057,011-35-2461,1,14.99
2830,Incident_057,011-35-1138,1,19.99
2831,Incident_057,001-11-2994,1,39.99
2832,Incident_057,001-11-3380,1,39.99
2833,Incident_057,001-11-1404,1,39.99
2834,Incident_057,001-11-0597,1,16.99
2835,Incident_057,007-65-1618,1,14.99
2836,Incident_057,007-43-1525,1,6.49
2837,Incident_057,012-63-1810,1,2.99
2838,Incident_057,002-31-3986,2,11.99
2839,Incident_057,002-25-1302,1,11.99
2840,Incident_057,002-24-4993,1,1.19
2841,Incident_057,046-45-5579,1,16.99
2842,Incident_057,046-24-0129,1,5
2843,Incident_057,019-09-1614,1,3
2844,Incident_053,014-09-2047,1,5.29
2845,Incident_053,059-65-7422,1,22
2846,Incident_053,111-25-0921,1,29.99
2847,Incident_053,057-66-1458,1,4.69
2848,Incident_053,028-66-2009,1,15
2849,Incident_053,028-45-3687,1,15
2850,Incident_188,041-11-7155,1,28
2851,Incident_188,025-48-0597,1,0.45
2852,Incident_188,025-48-0189,1,0.75
2853,Incident_188,025-48-1350,1,0.75
2854,Incident_188,025-64-4457,1,8
2855,Incident_272,044-51-2565,1,40
2856,Incident_272,025-24-4750,1,3
2857,Incident_272,030-65-0478,1,25
2858,Incident_272,046-35-7422,1,3
2859,Incident_272,059-45-8503,1,15
2860,Incident_272,059-45-9036,2,15
2861,Incident_272,012-31-1206,2,10
2862,Incident_272,012-43-1951,3,13
2863,Incident_272,002-31-8391,1,12
2864,Incident_272,002-31-1456,1,8
2865,Incident_272,002-11-1923,1,25
2866,Incident_272,002-11-0095,1,15.4
2867,Incident_164,037-24-0785,1,20
2868,Incident_164,037-11-5039,1,26.99
2869,Incident_164,054-65-1358,1,32.99
2870,Incident_164,011-45-0430,1,15
2871,Incident_164,002-49-2526,1,6.99
2872,Incident_164,002-49-1371,5,6.99
2873,Incident_077,086-24-0033,1,79.99
2874,Incident_077,014-63-2805,1,25
2875,Incident_077,014-42-1629,1,8.99
2876,Incident_077,001-11-2752,1,12.99
2877,Incident_077,012-24-8857,1,11.29
2878,Incident_077,022-64-0379,1,39.99
2879,Incident_077,022-35-7149,1,39.99
2880,Incident_301,086-11-2259,1,15.49
2881,Incident_301,007-65-6261,1,14.49
2882,Incident_328,002-49-2282,1,119.99
2883,Incident_328,002-49-0519,40,4.49
2884,Incident_328,002-49-1872,7,24.99
2885,Incident_328,002-49-1244,2,44.99
2886,Incident_026,014-64-0630,1,13.99
2887,Incident_026,014-64-0265,1,14.99
2888,Incident_026,014-63-8271,1,24
2889,Incident_026,014-63-8671,1,6
2890,Incident_026,014-63-5048,2,7
2891,Incident_026,014-63-0495,1,18
2892,Incident_026,014-42-2767,1,9.99
2893,Incident_026,085-64-1488,1,25.49
2894,Incident_422,131-11-0026,1,1.99
2895,Incident_422,131-49-4925,2,2.29
2896,Incident_066,002-24-0749,1,5.29
2897,Incident_066,002-24-0638,1,5.49
2898,Incident_066,069-48-1238,1,0.9
2899,Incident_066,069-48-5623,2,0.9
2900,Incident_066,069-48-0058,1,0.9
2901,Incident_066,069-48-0287,2,0.9
2902,Incident_107,031-35-1232,1,24
2903,Incident_107,031-35-4858,2,48
2904,Incident_107,052-66-2906,1,10
2905,Incident_107,052-66-6561,1,10
2906,Incident_107,066-31-4381,1,49.99
2907,Incident_132,003-11-0064,1,32
2908,Incident_132,059-49-4740,1,5
2909,Incident_132,059-49-1173,1,5
2910,Incident_132,097-64-5794,1,17
2911,Incident_132,097-49-0958,1,12
2912,Incident_132,097-49-2727,1,15
2913,Incident_132,037-45-3669,1,35
2914,Incident_132,054-48-4428,1,27.99
2915,Incident_132,054-48-0294,1,24.99
2916,Incident_132,054-05-2516,1,32.99
2917,Incident_132,054-05-1329,1,32.99
2918,Incident_132,054-05-2181,1,32.99
2919,Incident_132,054-05-0713,1,22
2920,Incident_132,054-42-5915,1,25
2921,Incident_132,054-29-3869,1,24.99
2922,Incident_132,054-29-1328,1,24.99
2923,Incident_132,079-45-3366,1,13
2924,Incident_048,035-64-5870,1,35
2925,Incident_048,035-21-0045,1,30
2926,Incident_048,008-66-3616,1,34.99
2927,Incident_048,008-43-1667,1,35
2928,Incident_231,054-51-2027,1,34.99
2929,Incident_231,054-42-8842,1,29.99
2930,Incident_231,014-25-5100,1,9.99
2931,Incident_231,014-09-0780,1,14.99
2932,Incident_231,014-07-5038,1,24.99
2933,Incident_231,014-07-2697,1,27.99
2934,Incident_231,014-63-9061,1,10
2935,Incident_231,011-48-1332,1,17.99
2936,Incident_297,037-07-4194,1,3
2937,Incident_297,037-07-3734,1,3
2938,Incident_297,031-43-3776,1,48
2939,Incident_297,014-65-4369,1,25
2940,Incident_297,014-02-2744,1,20
2941,Incident_297,014-07-9371,1,27.99
2942,Incident_297,014-07-8627,1,27.99
2943,Incident_297,014-07-3138,1,27.99
2944,Incident_297,014-63-1726,1,10
2945,Incident_297,011-65-0331,1,5
2946,Incident_297,011-45-4991,1,19.99
2947,Incident_297,011-45-0562,1,14.99
2948,Incident_297,011-45-2423,1,14.99
2949,Incident_297,011-64-2929,1,3.99
2950,Incident_297,007-29-6368,1,14.19
2951,Incident_297,012-43-4163,1,3.99
2952,Incident_297,012-43-8927,1,4.49
2953,Incident_297,012-43-4373,1,4.49
2954,Incident_297,012-43-8144,1,3.99
2955,Incident_297,037-48-0113,1,49.99
2956,Incident_297,037-48-4077,1,39.99
2957,Incident_297,037-48-6782,1,34.99
2958,Incident_177,002-49-0519,45,4.49
2959,Incident_062,022-43-1069,1,44.99
2960,Incident_214,,0,0
2961,Incident_439,044-31-2183,1,8
2962,Incident_439,044-31-0690,1,9
2963,Incident_439,044-51-5865,1,20
2964,Incident_439,044-51-4004,1,15
2965,Incident_439,044-51-3958,1,15
2966,Incident_439,044-51-2795,1,15
2967,Incident_439,044-48-2872,1,25
2968,Incident_439,008-35-0711,1,28
2969,Incident_439,008-11-0852,1,30
2970,Incident_439,008-11-0018,1,30
2971,Incident_439,002-11-1409,1,18
2972,Incident_439,002-11-3256,1,18
2973,Incident_439,002-05-1957,1,25
2974,Incident_221,025-45-1759,1,20
2975,Incident_221,011-64-9129,1,16.99
2976,Incident_221,052-66-2204,1,1.19
2977,Incident_221,052-66-1809,1,0.99
2978,Incident_221,052-66-2253,1,1.99
2979,Incident_221,052-66-4474,1,9.99
2980,Incident_221,052-66-2019,1,0.99
2981,Incident_221,052-66-4163,1,1.69
2982,Incident_221,052-45-0497,1,6.99
2983,Incident_221,014-49-2010,1,8.99
2984,Incident_221,014-09-9129,1,0.99
2985,Incident_221,014-63-5703,1,20
2986,Incident_221,014-63-5048,1,7
2987,Incident_221,014-63-2115,1,7
2988,Incident_221,115-31-5156,1,12.49
2989,Incident_221,115-35-2253,2,2.49
2990,Incident_221,018-31-9153,1,0.99
2991,Incident_221,028-66-2620,1,10
2992,Incident_221,028-48-1687,2,6
2993,Incident_221,028-48-0448,1,6
2994,Incident_221,028-45-5354,1,20
2995,Incident_319,053-48-3854,1,18.49
2996,Incident_319,053-24-2839,1,5.49
2997,Incident_036,053-11-8432,1,3.99
2998,Incident_036,001-31-3380,1,20
2999,Incident_036,086-11-4300,1,8.49
3000,Incident_036,021-51-4090,1,35
3001,Incident_036,044-66-0756,1,32
3002,Incident_036,044-66-0919,1,25
3003,Incident_036,059-49-0553,1,6
3004,Incident_036,059-49-3668,1,6
3005,Incident_036,059-49-5686,1,7
3006,Incident_036,059-49-2207,1,5
3007,Incident_036,059-49-5177,1,5
3008,Incident_036,097-49-3142,1,17
3009,Incident_036,097-49-1216,1,17
3010,Incident_036,097-49-0620,1,15
3011,Incident_036,097-49-0091,1,15
3012,Incident_036,037-45-0325,1,35
3013,Incident_036,037-64-0680,1,5.1
3014,Incident_036,030-31-2086,1,15
3015,Incident_036,131-48-3375,1,14.99
3016,Incident_036,131-48-2271,1,10.99
3017,Incident_036,037-35-2178,1,20.99
3018,Incident_036,031-35-0262,1,24
3019,Incident_036,014-25-1271,1,6
3020,Incident_036,014-25-2320,1,9.99
3021,Incident_036,014-25-5276,1,9.99
3022,Incident_036,014-09-9725,1,16.99
3023,Incident_036,014-09-8049,1,16.99
3024,Incident_036,014-39-9212,1,22
3025,Incident_036,052-31-5215,1,8.99
3026,Incident_036,052-66-4277,1,3.39
3027,Incident_036,052-66-6815,1,1.99
3028,Incident_036,014-65-2656,1,4.29
3029,Incident_036,014-65-3792,1,7.49
3030,Incident_036,014-64-0685,1,10
3031,Incident_036,014-64-0859,1,11.99
3032,Incident_036,014-49-7863,1,3.99
3033,Incident_036,014-63-5321,1,18
3034,Incident_036,014-63-5703,3,40
3035,Incident_036,014-63-1933,1,18
3036,Incident_036,014-63-8271,1,24
3037,Incident_036,014-63-5048,1,7
3038,Incident_036,014-63-3770,1,7
3039,Incident_036,014-63-0399,1,18
3040,Incident_036,014-42-3625,1,7.99
3041,Incident_036,014-42-0068,4,15.98
3042,Incident_036,018-43-5565,1,5.89
3043,Incident_036,023-66-5443,1,2.99
3044,Incident_036,079-35-0564,1,25
3045,Incident_036,079-35-2360,1,25
3046,Incident_036,079-24-2416,1,15
3047,Incident_036,079-24-0379,1,5
3048,Incident_036,115-31-0469,1,11
3049,Incident_036,115-31-4813,1,11
3050,Incident_036,115-66-5621,1,9.39
3051,Incident_036,115-66-2087,1,4.29
3052,Incident_036,047-65-0299,1,15
3053,Incident_036,047-65-3474,1,12
3054,Incident_036,047-65-0620,1,12
3055,Incident_036,047-65-2509,1,10
3056,Incident_036,057-48-0205,1,20
3057,Incident_036,057-48-4845,1,20
3058,Incident_036,057-48-0713,1,10
3059,Incident_036,057-09-4622,1,24
3060,Incident_036,013-35-3825,1,5
3061,Incident_036,013-35-1948,1,19.99
3062,Incident_036,013-25-5482,1,20
3063,Incident_036,019-51-8432,1,5
3064,Incident_036,019-51-1322,1,5
3065,Incident_036,019-24-2496,1,3
3066,Incident_036,004-05-7486,2,5.1
3067,Incident_036,057-35-4506,1,15.59
3068,Incident_036,070-45-0833,1,2.69
3069,Incident_036,028-66-5832,1,3
3070,Incident_036,028-66-2964,1,10
3071,Incident_036,028-66-5694,1,15
3072,Incident_036,028-66-8377,1,12
3073,Incident_036,028-66-6256,1,12
3074,Incident_036,028-48-1687,1,6
3075,Incident_036,028-48-0276,1,15
3076,Incident_036,028-48-0359,1,8
3077,Incident_036,028-48-0572,1,8
3078,Incident_036,028-48-0729,1,8
3079,Incident_036,028-48-0479,1,7.5
3080,Incident_036,028-48-0491,1,14
3081,Incident_036,028-48-0691,1,8
3082,Incident_036,028-48-0135,1,8
3083,Incident_036,028-48-0364,1,14
3084,Incident_036,028-45-6045,1,20
3085,Incident_036,028-45-1370,1,20
3086,Incident_036,028-45-4258,1,10
3087,Incident_036,028-45-1636,1,10
3088,Incident_036,028-45-1989,1,15
3089,Incident_043,018-43-5565,1,5.89
3090,Incident_043,018-43-3606,1,1.99
3091,Incident_043,089-66-1809,1,12.79
3092,Incident_043,011-51-5943,1,29.99
3093,Incident_043,068-61-9519,1,2.39
3094,Incident_043,068-44-2055,1,2.29
3095,Incident_196,001-35-2653,1,6.49
3096,Incident_196,013-65-0332,1,30
3097,Incident_196,013-48-0497,1,24.99
3098,Incident_196,013-48-0366,1,24.99
3099,Incident_196,013-48-4325,1,30
3100,Incident_060,010-65-2448,1,9
3101,Incident_060,005-42-2547,2,4
3102,Incident_060,005-42-0110,1,4
3103,Incident_060,005-42-1722,1,4
3104,Incident_060,005-42-0376,1,4
3105,Incident_060,033-43-7051,1,10
3106,Incident_060,033-43-2921,1,10
3107,Incident_060,031-11-1769,1,12
3108,Incident_060,094-35-2313,3,27
3109,Incident_060,094-35-2212,3,32
3110,Incident_060,015-66-5069,1,27.99
3111,Incident_060,083-66-0136,1,15
3112,Incident_060,004-30-1255,1,35
3113,Incident_073,001-35-0332,1,15.39
3114,Incident_073,086-35-1328,1,249.99
3115,Incident_073,086-35-1259,1,29.99
3116,Incident_073,059-05-8788,1,7
3117,Incident_073,059-05-5344,1,6.99
3118,Incident_073,059-49-2744,1,5
3119,Incident_073,097-49-1371,1,18
3120,Incident_073,039-48-2126,3,329.99
3121,Incident_073,023-51-0958,1,159.99
3122,Incident_073,023-07-8643,1,119.99
3123,Incident_073,023-07-9159,1,99.99
3124,Incident_073,023-07-0758,1,199.99
3125,Incident_073,066-35-6823,1,229.99
3126,Incident_073,066-35-4930,1,129.95
3127,Incident_093,097-51-0165,1,16.99
3128,Incident_093,037-45-7678,1,40
3129,Incident_093,054-29-5109,1,14.99
3130,Incident_093,014-09-0432,1,19.99
3131,Incident_093,057-25-0787,1,38
3132,Incident_323,037-11-2869,1,22.99
3133,Incident_323,037-43-1866,1,19
3134,Incident_323,037-64-6145,1,14.99
3135,Incident_323,031-43-0268,1,34
3136,Incident_323,014-09-7055,1,27.99
3137,Incident_323,089-66-5093,1,14.39
3138,Incident_323,089-66-0567,1,11.99
3139,Incident_323,012-35-2572,1,8.99
3140,Incident_323,012-09-4898,1,12.99
3141,Incident_323,009-66-4761,1,24.99
3142,Incident_323,037-48-4077,1,39.99
3143,Incident_323,022-66-4242,2,8.99
3144,Incident_323,022-66-0106,1,19.99
3145,Incident_145,086-24-3236,1,14.89
3146,Incident_145,021-51-5786,1,12.99
3147,Incident_145,021-51-1561,1,9.99
3148,Incident_145,012-49-3138,1,5.49
3149,Incident_145,022-66-1990,1,19.99
3150,Incident_040,089-66-5093,1,14.39
3151,Incident_040,089-66-2828,1,12.79
3152,Incident_040,002-31-0078,1,9.99
3153,Incident_040,002-49-6232,1,13.99
3154,Incident_040,002-49-0411,1,49.99
3155,Incident_040,002-49-0158,1,9.99
3156,Incident_249,030-31-0800,1,12
3157,Incident_249,005-35-5342,1,10
3158,Incident_249,111-25-6098,1,29.99
3159,Incident_249,056-66-0307,1,8
3160,Incident_249,050-35-3489,1,8.99
3161,Incident_261,001-35-2046,1,21.99
3162,Incident_261,001-48-2854,1,12.99
3163,Incident_261,052-65-7200,1,19.99
3164,Incident_261,052-35-1323,1,19.99
3165,Incident_261,059-49-7014,1,6
3166,Incident_261,059-49-9253,1,5
3167,Incident_261,059-49-8553,1,5
3168,Incident_261,059-49-4604,1,6
3169,Incident_261,059-49-5413,1,7
3170,Incident_261,059-49-4310,1,7
3171,Incident_261,059-49-2563,1,5
3172,Incident_261,059-49-2918,1,6
3173,Incident_261,097-49-2087,1,10.5
3174,Incident_261,097-49-0993,1,17
3175,Incident_261,037-45-4020,1,18
3176,Incident_261,025-66-0938,1,8.5
3177,Incident_261,025-66-0982,1,11.5
3178,Incident_261,018-65-2126,1,1.99
3179,Incident_261,018-65-0795,1,3.19
3180,Incident_261,089-66-4737,1,13.56
3181,Incident_261,134-64-0351,1,16.99
3182,Incident_261,007-51-6480,1,16.95
3183,Incident_261,007-65-4730,1,17.99
3184,Incident_261,007-65-6621,1,13.59
3185,Incident_261,007-29-0249,1,9.99
3186,Incident_261,012-49-3136,1,9.99
3187,Incident_261,083-51-8910,1,15
3188,Incident_261,083-51-0772,1,12
3189,Incident_261,069-11-3507,1,3
3190,Incident_261,047-65-0620,1,12
3191,Incident_261,047-65-2509,1,10
3192,Incident_261,017-05-2398,2,1.99
3193,Incident_261,018-31-9153,2,0.99
3194,Incident_261,002-45-4441,1,38
3195,Incident_261,002-11-0115,1,12
3196,Incident_261,002-05-1104,1,18
3197,Incident_261,002-05-1296,1,22
3198,Incident_261,028-66-8807,1,15
3199,Incident_261,028-48-1687,1,6
3200,Incident_261,028-48-0584,1,8
3201,Incident_261,028-48-0516,1,8
3202,Incident_261,028-45-1370,1,20
3203,Incident_082,021-24-1510,1,134.99
3204,Incident_430,028-48-5523,1,2.49
3205,Incident_161,066-64-7956,1,799.99
3206,Incident_126,086-65-2142,1,229.99
3207,Incident_126,086-65-3129,1,179.99
3208,Incident_126,001-11-2009,1,29.99
3209,Incident_126,004-30-7780,1,80
3210,Incident_368,001-35-5942,1,21.99
3211,Incident_368,037-48-3654,1,16.99
3212,Incident_368,014-02-9158,1,24.99
3213,Incident_368,014-63-3617,1,18
3214,Incident_368,083-51-0035,1,15
3215,Incident_368,012-48-1575,1,44
3216,Incident_368,037-48-8076,3,34.99
3217,Incident_368,037-48-0263,1,34.99
3218,Incident_368,037-48-6757,2,34.99
3219,Incident_368,002-31-7429,1,5
3220,Incident_368,002-11-1425,1,24.5
3221,Incident_368,002-05-5260,1,18
3222,Incident_242,005-62-5155,1,11.19
3223,Incident_242,008-24-6038,1,14.99
3224,Incident_242,007-31-0488,1,159.99
3225,Incident_411,002-49-0270,1,44.99
3226,Incident_411,002-49-0406,1,44.99
3227,Incident_292,054-11-4234,1,29.99
3228,Incident_292,012-31-4866,1,44.99
3229,Incident_123,012-25-8627,1,26.99
3230,Incident_213,054-48-9153,1,34.99
3231,Incident_153,010-02-0833,2,4
3232,Incident_153,001-31-5487,1,12.99
3233,Incident_153,001-31-2865,1,12.99
3234,Incident_153,014-66-0644,1,13.99
3235,Incident_153,059-49-4274,1,5
3236,Incident_153,059-49-7328,1,3
3237,Incident_153,059-49-3659,1,3
3238,Incident_153,059-49-3213,1,2.5
3239,Incident_153,059-49-2019,1,3
3240,Incident_153,059-49-4400,1,3
3241,Incident_153,059-49-1324,1,7
3242,Incident_153,059-49-5034,1,3
3243,Incident_153,097-49-3383,1,17
3244,Incident_153,097-49-0428,1,15
3245,Incident_153,025-31-3269,1,18
3246,Incident_153,025-31-2340,1,20
3247,Incident_153,046-35-6698,1,13.99
3248,Incident_153,054-65-4063,1,32.99
3249,Incident_153,054-39-1593,1,19.99
